,level_0,index,Unnamed: 0,company_name,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,high_paid,is_high_level,ds_in_name,ml_in_name,lab_in_name,analyst_in_name,engineer_in_name,dev_in_name,tech_in_name,rating_cat,expensive_city,analysis,analytics,company,data,experience,health,learning,looking,machine,public,research,scientist,scientists,team,work,analyst_tit,data_tit,developer_tit,engineer_tit,engineering_tit,lead_tit,learning_tit,machine_tit,manager_tit,quantitative_tit,research_tit,science_tit,scientist_tit,senior_tit,software_tit
104,104,1836,6900,TW Staffing Solutions,0.0,"New York, NY",,"Run scripts and other machine learning tools on unstructured and / or raw data to extract insights. Data Scientist - New York (total compensation $199,000)....",Data Scientist,http://www.indeed.com/rc/clk?jk=f6d0a1d8de312441&fccid=a6eb891e87503d5a,yearly,199000.0,0,more than 30 days ago,1,61,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
105,105,1849,6922,Pro Partners Staffing,0.0,"New York, NY",,"Analyze alternative publications for thought leadership initiatives, marketing trends, and industry white papers....",Investment Advisory Research Analyst,http://www.indeed.com/cmp/Pro-Partners-Staffing/jobs/Investment-Advisory-Research-Analyst-60f20f212eca292b?r=1&fccid=98cfb1895117b894,yearly,90000.0,0,1-6 days ago,1,63,0,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,106,1852,6925,Synergy Interactive Solutions,0.0,"New York, NY",,Work closely with our scientists to understand domain-specific needs. Design and implement data visualizations. Strong Full Stack Javascript Engineer....,Javascript Engineer,http://www.indeed.com/cmp/Synergy-Interactive-Solutions/jobs/Javascript-Engineer-e62c4233112430b0?r=1&fccid=9f8800bd16fafc26,yearly,150000.0,0,7-12 days ago,1,63,1,0,0,0,0,0,1,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,107,1876,6959,Columbia University,464.0,"New York, NY",4.34999975,"In addition, the incumbent will perform the necessary quality controls to monitor the material delivered to post-doctoral scientists....",Senior Research Worker - Endocrinology,http://www.indeed.com/rc/clk?jk=b4cfed800ae3d827&fccid=bd976cc171c690e0,weekly,56576.0,0,more than 30 days ago,1,65,0,1,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
108,108,1884,6972,Selby Jennings,0.0,"New York, NY",,Utilize quantitative knowledge to partner across desks to ensure the FTR trading portfolio is growing. Desire to learn in a fast paced environment....,FTR Quantitative Risk Analyst,http://www.indeed.com/rc/clk?jk=06ccca8b864a7bcf&fccid=e46dcf251ad893cd,yearly,135000.0,0,25-30 days ago,1,66,1,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,109,1888,6981,Winston Fox,0.0,"New York, NY",,"By investing in the latest technologies and superb computer scientists, and leveraging their experience across markets, they are pushing the boundaries and...",Senior Software Development Engineer,http://www.indeed.com/rc/clk?jk=562369cf9da00f64&fccid=e77e8a3336143f1a,yearly,200000.0,0,1-6 days ago,1,67,1,1,0,0,0,0,1,0,0,no_rating,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
110,110,1891,6984,POLICE DEPARTMENT,33.0,"New York, NY",4.25,"Recognizing and identifying conditions, trends, and patterns in area of specialization; Developing statistical data resources to assist in proactive and...","STATISTICIAN, LEVEL I",http://www.indeed.com/rc/clk?jk=712e7447cc022a80&fccid=c36431f1d989663b,yearly,51363.0,0,more than 30 days ago,1,67,0,0,0,0,0,0,0,0,0,high_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,1892,6985,Selby Jennings,0.0,"New York, NY",,Senior Equity Research Analyst The firm is expanding their Equity Research department and looking for highly experienced Sell Side Equity Research Analysts,Senior Equity Research Analyst,http://www.indeed.com/rc/clk?jk=d0ae4ea9c78770e4&fccid=e46dcf251ad893cd,yearly,175000.0,0,more than 30 days ago,1,67,1,1,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
112,112,1899,6997,Columbia University,464.0,"New York, NY",4.34999975,The Division of Nephrology seeks a Technician B to assist the PI and research scientists in executing the aims of funded grants and contracts....,Technician B - Nephrology,http://www.indeed.com/rc/clk?jk=e0f3ece6132d77de&fccid=bd976cc171c690e0,weekly,40976.0,0,more than 30 days ago,1,68,0,0,0,0,0,0,0,0,1,high_rating,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,1914,7017,New York City Department of Health and Mental Hygi...,35.0,"New York, NY",4.40000025,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Senior Analyst (Biostatistician or Epidemiologist),http://www.indeed.com/cmp/New-York-City-Department-of-Health-and-Mental-Hygiene/jobs/Senior-Analyst-22078f1cee8dcd9f?r=1&fccid=4146d8487cdbf799,yearly,88331.0,0,more than 30 days ago,0,69,0,1,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,114,1917,7020,Spencer Ogden,9.0,"New York, NY",3.6,"Urgently seeking Equity Research Analysts, specifically with Power experience, to work for a Private Equity firm within Power and EnergyTech Industry. More",Equity Research Analyst - Power & Utilities,http://www.indeed.com/rc/clk?jk=211564d5eb2e3b5d&fccid=9c692bd8d7645987,yearly,115000.0,0,25-30 days ago,1,69,1,0,0,0,0,1,0,0,0,low_rating,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
115,115,1940,7058,Driversiti,0.0,"New York, NY",,The portal is where our customers get their feedback and analytics about their driving behavior and where the power of big data is showcased through...,"Full-Stack Developer - Sophisticated Analytics, Pythonic Des...",http://www.indeed.com/cmp/GOOD-Sourcing/jobs/Full-Stack-Developer-13273972616295e7?r=1&fccid=4116e588c96038cb,yearly,100000.0,0,19-24 days ago,0,72,0,0,0,0,0,0,0,1,0,no_rating,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,116,1956,7094,Selby Jennings,0.0,"New York, NY",,"A Top Tier Investment Bank is looking for an experienced risk quant to join their Global Analytics team. If you are interested, please apply below with an...",Vice President Quantitative Analyst,http://www.indeed.com/rc/clk?jk=23f8a5d24b0b3042&fccid=e46dcf251ad893cd,yearly,130000.0,0,in the last day,1,74,1,1,0,0,0,1,0,0,0,no_rating,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,117,1966,7109,DEPT OF HEALTH/MENTAL HYGIENE,5.0,"New York, NY",4.25,"This includes a focus on health care safety net components such as Federally Qualified Health Centers (FQHCs), health insurance (including public programs such...","Data Analyst, Bureau of Primary Care Access & Planning (PCAP...",http://www.indeed.com/rc/clk?jk=0b423cb79404f2af&fccid=dc0fdb58dd346fd6,hourly,90220.0,0,more than 30 days ago,1,75,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,1973,7121,"The Hagan-Ricci Group, Inc.",0.0,"New York, NY",,Experience in the use of advanced statistical analysis and machine learning methods in data analysis and decision making....,Data Scientist / Python Developer,http://www.indeed.com/rc/clk?jk=1fb426c9c0ce2437&fccid=31b9e0aaed20857f,yearly,250000.0,0,more than 30 days ago,1,76,1,0,1,0,0,0,0,1,0,no_rating,1,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
119,119,1976,7124,"Job Connection Services, Inc - Passaic Office",0.0,"New York, NY",,This is not an excel data entry position. They should be able to sort / manipulate data to create graphs / charts. This individual needs to be skilled at Excel....,Data Analysis,http://www.indeed.com/cmp/JobConection-Services/jobs/Data-Analysis-9e884b9d9326b7aa?r=1&fccid=02cdd7c0c70cb580,hourly,28080.0,0,1-6 days ago,0,76,0,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,1992,7150,Averity,0.0,"New York, NY",,"As a Senior Data Scientist in our Operational Analytics team, you will be responsible for providing advanced analytics that will support strategic and tactical...",Senior Data Scientist for Global Travel Company,http://www.indeed.com/rc/clk?jk=1a22a8b000abad93&fccid=39407476605079e0,yearly,110000.0,0,7-12 days ago,1,78,1,1,1,0,0,0,0,0,0,no_rating,1,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
121,121,1998,7161,Averity,0.0,"New York, NY",,"Knowledge and understanding of MatLab, R, Python or SQL. Work collectively in a team environment to interpret signal trends and qualitative data for continual...",Senior Systematic Quantitative Analyst - Multi-billion Dolla...,http://www.indeed.com/rc/clk?jk=49a0c20b39a6cd18&fccid=39407476605079e0,yearly,200000.0,0,19-24 days ago,1,79,1,1,0,0,0,1,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
122,122,2005,7168,DEPT OF INFO TECH & TELECOMM,0.0,"New York, NY",,"Work alongside agency partners to identify project opportunities, build an analytical community, ensure adoption of analytical tools and processes, and promote...",Manager of Statistical Data,http://www.indeed.com/rc/clk?jk=285797684faf1818&fccid=abbed90e81cb2610,yearly,79025.5,0,more than 30 days ago,0,79,0,1,0,0,0,0,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
123,123,2008,7176,Selby Jennings,0.0,"New York, NY",,"As a part of this team, you will be surrounded by a fast pace group of people who are working together to ensure that, as the center of many departments,...",VP Sr Quantitative Finance Analyst,http://www.indeed.com/rc/clk?jk=d85a0d295df8f312&fccid=e46dcf251ad893cd,yearly,162500.0,0,more than 30 days ago,1,80,1,1,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,124,2009,7177,DEPARTMENT OF FINANCE,69.0,"New York, NY",4.25,"Strong programming, data analysis, statistical sampling and data mining experience. For Assignment Level I (only physical, biological and environmental sciences...",Modeler/Policy Analyst,http://www.indeed.com/rc/clk?jk=42750e4016ccac76&fccid=e3dc8897b9b29a8b,yearly,73357.0,0,more than 30 days ago,0,80,0,0,0,0,0,1,0,0,0,high_rating,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,2018,7191,DEPARTMENT OF PROBATION,18.0,"New York, NY",4.3,"Employment is conditioned upon continuance as a student in a college or graduate school with a specific course of study in information technology, computer...",College Aide,http://www.indeed.com/rc/clk?jk=978787b70ae418f0&fccid=3d5ca3d576ab8137,hourly,24856.0,0,13-18 days ago,0,81,0,0,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,2023,7196,Research Foundation of The City University of New...,8.0,"New York, NY",4.40000025,"This state-of-the-art, world-class facility will house a staff of elite scientists and leaders who will seek to break down the walls between disparate but...",Procurement Aide,http://www.indeed.com/rc/clk?jk=58984239e1e36744&fccid=b0ebca3c6a3d412f,hourly,54080.0,0,13-18 days ago,1,81,0,0,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,2030,7208,Driversiti,0.0,"New York, NY",,The portal is where our customers get their feedback and analytics about their driving behavior and where the power of big data is showcased through...,Full-Stack Dev Data Viz - Pythonic Design,http://www.indeed.com/cmp/Driversiti/jobs/Full-Stack-Dev-Data-Viz-d40f2b6031eac98f?r=1&fccid=9c82b381ab29aa09,yearly,100000.0,0,19-24 days ago,0,82,0,0,0,0,0,0,0,0,0,no_rating,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,2032,7210,Selby Jennings,0.0,"New York, NY",,"A Top Tier Investment Bank is looking for an experienced risk quant to join their Global Analytics team. If you are interested, please apply below with an...",VP Quantitative Analyst - Multiple Vacancies,http://www.indeed.com/rc/clk?jk=5aa6262b8c475cb5&fccid=e46dcf251ad893cd,yearly,130000.0,0,1-6 days ago,1,82,1,1,0,0,0,1,0,0,0,no_rating,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,129,2046,7229,DEPT OF ENVIRONMENT PROTECTION,0.0,"New York, NY",,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Policy Analyst,http://www.indeed.com/rc/clk?jk=52c41c98148257ce&fccid=aecd821ecd9d7d8a,yearly,65977.0,0,1-6 days ago,1,83,0,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,2120,7343,Selby Jennings,0.0,"New York, NY",,"A Top Tier Investment Bank is looking for an experienced risk quant to join their Global Analytics team. If you are interested, please apply below with an...",Quantitative Analyst Credit Risk,http://www.indeed.com/rc/clk?jk=00f2cfeeb936d5bc&fccid=e46dcf251ad893cd,yearly,120000.0,0,1-6 days ago,1,91,1,0,0,0,0,1,0,0,0,no_rating,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,131,2152,7390,Averity,0.0,"New York, NY",,"Enabling our Data Scientists to create products easier with our data. As the Executive Director of Data Engineering, you will be leading our organization's...",Executive Director of Data Engineering,http://www.indeed.com/rc/clk?jk=5c8f413f415b86d9&fccid=39407476605079e0,yearly,215000.0,0,19-24 days ago,1,94,1,1,0,0,0,0,1,0,0,no_rating,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
132,132,2163,7406,New York City Department of Health and Mental Hygi...,35.0,"New York, NY",4.40000025,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Field Researcher,http://www.indeed.com/cmp/New-York-City-Department-of-Health-and-Mental-Hygiene/jobs/Field-Researcher-aeae3d546ca165cd?r=1&fccid=4146d8487cdbf799,yearly,68239.0,0,more than 30 days ago,0,95,0,0,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,2181,7434,DEPT OF YOUTH & COMM DEV SRVS,0.0,"New York, NY",,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Capacity Building Analyst,http://www.indeed.com/rc/clk?jk=71af067111410c67&fccid=23953958e344614d,yearly,76941.5,0,13-18 days ago,0,97,0,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,2210,7478,Selby Jennings,0.0,"New York, NY",,"Fluency in some selection of programming languages and/or data analysis environments, e.g.,Python, SQL, Matlab, R, Q....",Quantitative Research – Machine Learning,http://www.indeed.com/rc/clk?jk=d8f731e9ae667898&fccid=e46dcf251ad893cd,yearly,200000.0,0,more than 30 days ago,1,100,1,0,0,1,0,0,0,0,0,no_rating,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
135,135,2216,7484,Intelletec LLC,0.0,"New York, NY",,"SkillsSecurity experience in a commercial environment ( this would be ideal) Experience and love for problems with large data sets, machine learning,...",Principal Data Scientist (Cyber Security),http://www.indeed.com/rc/clk?jk=97a635d5a92a8cb9&fccid=c82e6f8d6c179f94,yearly,160000.0,0,13-18 days ago,1,100,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,136,2219,7492,Datacom Technology Group,0.0,"New York, NY",,"Will analyze and interpret relevant data, use valuation models and techniques to contribute to/produce fundamental based equity trading models/strategies,...",Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,http://www.indeed.com/rc/clk?jk=1399b83140ea54f7&fccid=fcfce6dc85448da7,yearly,200000.0,0,more than 30 days ago,1,101,1,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
137,137,2225,7498,Green Key Resources,28.0,"New York, NY",4.40000025,"Offer specialized marketplace insights for inventory and data targeting. Screen marketplace quality through analysis of data points, analysis of third party...",Research Analyst,http://www.indeed.com/rc/clk?jk=c37b8ce3c701a740&fccid=f9df97a5b5c014ec,yearly,80000.0,0,more than 30 days ago,1,101,0,0,0,0,0,1,0,0,0,high_rating,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,138,2259,9028,Klein Management Systems,0.0,"New Orleans, LA",,"Client is looking for Recruiters who have placed Font-end, Back -end, services, UI/UX designers, and Data Applied Scientists ***....",Recruiter III,http://www.indeed.com/rc/clk?jk=e6a7c4569fb52cad&fccid=87a800a7ae346e84,hourly,118560.0,0,19-24 days ago,1,3,1,0,0,0,0,0,0,0,0,no_rating,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,2261,9030,CB&I,0.0,"New Orleans, LA",,Assists Environmental Scientists in gathering a wide variety of wetland data and collects samples of a variety of media....,Engineering Technician,http://www.indeed.com/cmp/CB&I/jobs/Engineering-Technician-40310efed21818f8?r=1&fccid=124c35e7085f6778,hourly,41600.0,0,more than 30 days ago,0,3,0,0,0,0,0,0,1,0,1,no_rating,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,140,2268,9040,Lighthouse Recruiting,0.0,"New Orleans, LA",,"Join our Medical Laboratory Scientists Groups:. The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information,...","LCMS Technical Supervisor, Toxicology",http://www.indeed.com/rc/clk?jk=abed6cbc4d660322&fccid=a94ebbda0b8c73e7,yearly,82500.0,0,1-6 days ago,1,4,0,0,0,0,0,0,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,2301,11957,MaxMind,0.0,"Boston, MA",,Data mining / machine learning experience. Our Development Practices Our data analytics code is largely written in Perl using PostgreSQL and Linux....,Data Scientist,http://www.indeed.com/rc/clk?jk=97d6da95717cf7ce&fccid=75be4ca12bf761d0,yearly,100000.0,0,in the last day,0,1,0,0,1,0,0,0,0,0,0,no_rating,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
142,142,2326,11990,Strategic Employment Partners,0.0,"Boston, MA",,"Work with a small team of other data scientists. Working directly with a team of scientists,. Data analytics skills, and statistical modeling....",Data Scientist,http://www.indeed.com/rc/clk?jk=5b06d7f593e9cd16&fccid=ae836b4513efc3af,yearly,112500.0,0,1-6 days ago,0,3,1,0,1,0,0,0,0,0,0,no_rating,1,0,1,0,2,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
143,143,2329,11993,Jobspring Partners,14.0,"Boston, MA",3.25,One of the most well-known non-profits in the Boston Area is building out their first Data Science team and is looking for multiple Data Scientists to join...,Data Scientist,http://www.indeed.com/rc/clk?jk=67d0de7acd2d3b1f&fccid=4a2d2fbadf14d480,yearly,100000.0,0,1-6 days ago,1,3,0,0,1,0,0,0,0,0,0,low_rating,1,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
144,144,2381,12069,Domeyard LP,0.0,"Boston, MA",,"Send resume + cover letter to careers @ domeyard . Familiarity with lock-free and wait-free data structures. Benchmarking, profiling and performance tuning of...",HPC Scientist at HFT Hedge Fund,http://www.indeed.com/company/Domeyard-LP/jobs/Hpc-Scientist-At-Hft-Hedge-Fund-edf3a3681ef7d8b0?r=1&fccid=6ee9832133724963,yearly,120000.0,0,1-6 days ago,1,8,1,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,145,2400,12098,Jobspring Partners,14.0,"Boston, MA",3.25,"This position is designed to liaise between product teams, software engineers and data scientists to come up with unique and novel prospective on complex data...",Data Analyst,http://www.indeed.com/rc/clk?jk=ae3f093a1cef13f4&fccid=4a2d2fbadf14d480,yearly,92500.0,0,1-6 days ago,1,10,0,0,0,0,0,1,0,0,0,low_rating,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,2423,12136,Harnham,0.0,"Boston, MA",,"Data Scientist | Modeler | Statistical Methods | Predictive Analytics | Machine Learning | Advanced. You'll be the machine learning SME on the project, applying...","DATA SCIENTIST, WORLD-CLASS CONSULTANCY ROLE",http://www.indeed.com/rc/clk?jk=d4398d0ad9e68ec7&fccid=d72eb0548d91249c,yearly,145000.0,0,7-12 days ago,1,13,1,0,1,0,0,0,0,0,0,no_rating,1,0,1,0,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
147,147,2436,12154,The Bivium Group,0.0,"Boston, MA",, Will develop solutions that read large volumes of data and produce insights in real time.  Will use technologies from Machine Learning....,"Data Scientist - healthcare, hacking coding skills",http://www.indeed.com/rc/clk?jk=a847d9e349564130&fccid=e4fba35e1090d474,yearly,115000.0,0,13-18 days ago,0,14,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
148,148,2440,12158,Jobspring Partners,14.0,"Boston, MA",3.25,One of Newton’s fastest growing SaaS companies is looking for a data scientist to build predictive models and run analytics for customer data for restaurants....,Data Analysis,http://www.indeed.com/rc/clk?jk=1f0fc9f9c271e3c6&fccid=4a2d2fbadf14d480,yearly,90000.0,0,1-6 days ago,1,14,0,0,0,0,0,0,0,0,0,low_rating,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,2445,12168,"NewAgeSys,Inc",0.0,"Boston, MA",,This data is required to elucidate structure-function and to confirm suitable quality of clinical supplies....,Scientist (PFIZER),http://www.indeed.com/cmp/NewageSYS/jobs/Scientist-93b465bc80cd22c6?r=1&fccid=abc2a4851a1a4b55,yearly,45000.0,0,1-6 days ago,0,15,0,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,150,2453,12181,Harnham,0.0,"Boston, MA",,One of our key healthcare clients in the Boston area is undergoing a sustained period of growth and innovation within advanced analytics and as such are looking...,"DATA SCIENTIST, HEALTHCARE",http://www.indeed.com/rc/clk?jk=16750deea8dd32be&fccid=d72eb0548d91249c,yearly,130000.0,0,19-24 days ago,1,16,1,0,1,0,0,0,0,0,0,no_rating,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
151,151,2454,12182,Northeastern University,198.0,"Boston, MA",4.40000025,"Want to develop and apply algorithms for data analysis, machine learning and statistical inference. A project of particular interest is the proposal below that...",Research Scientist,http://www.indeed.com/company/Northeastern-University/jobs/Research-Scientist-63f4fcf507f5f367?r=1&fccid=a9383e8362da1c50,yearly,60000.0,0,more than 30 days ago,1,16,0,0,0,0,0,0,0,0,0,high_rating,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
152,152,2462,12190,Harnham,0.0,"Boston, MA",,This is a role designed for a very Machine Learning-led Data Scientist who has experience of working in eCommerce retail environments previously....,"DATA SCIENTIST, ECOMMERCE ANALYTICS",http://www.indeed.com/rc/clk?jk=865010fecd71f432&fccid=d72eb0548d91249c,yearly,160000.0,0,19-24 days ago,1,16,1,0,1,0,0,0,0,0,0,no_rating,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
153,153,2465,12197,Harnham,0.0,"Boston, MA",,Data Scientist | Modeler | Statistical Methods | Predictive Analytics | Machine Learning | Advanced. 8+ years of industrial/academic experience within data...,"DATA SCIENTIST TEAM MANAGER, CUTTING EDGE TECH BUSINESS",http://www.indeed.com/rc/clk?jk=fc88fe68f05aaf18&fccid=d72eb0548d91249c,yearly,180000.0,0,19-24 days ago,0,17,1,1,1,0,0,0,0,0,0,no_rating,1,0,1,0,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
154,154,2528,12291,Jobspring Partners,14.0,"Boston, MA",3.25,An understanding of Signal Processing Data. They are looking for a Data Scientist/Engineer who can come in and help the team figure out the best ways to...,Data Scientist/Engineer,http://www.indeed.com/rc/clk?jk=baa3869ed9b0b696&fccid=4a2d2fbadf14d480,yearly,105000.0,0,1-6 days ago,0,23,1,0,1,0,0,0,1,0,0,low_rating,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
155,155,2578,12366,Jobspring Partners,14.0,"Boston, MA",3.25,Senior Data Scientist Job Description. Experience with data analytics. Looking for a Senior Data Scientist willing to pay up to $150K. Health and dental....,Senior Data Scientist,http://www.indeed.com/cmp/Jobspring-Partners/jobs/Senior-Data-Scientist-747c33156995d617?r=1&fccid=4a2d2fbadf14d480,yearly,150000.0,0,more than 30 days ago,1,28,1,1,1,0,0,0,0,0,0,low_rating,1,0,1,0,3,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
156,156,2641,12459,Commonwealth of Massachusetts,137.0,"Boston, MA",4.25,"The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public...",Research Analyst I,http://www.indeed.com/rc/clk?jk=d0f1a92644b94b2d&fccid=4dd38d4e4cf0b7c0,yearly,57786.0,0,25-30 days ago,1,34,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
