,level_0,index,Unnamed: 0,company_name,number_reviews,search_city,star_rating,summary,title,website,how_paid,annual_salary,is_sponsored,time_since_posted,in_city,page,high_paid,is_high_level,ds_in_name,ml_in_name,lab_in_name,analyst_in_name,engineer_in_name,dev_in_name,tech_in_name,rating_cat,expensive_city,analysis,analytics,company,data,experience,health,learning,looking,machine,public,research,scientist,scientists,team,work,analyst_tit,data_tit,developer_tit,engineer_tit,engineering_tit,lead_tit,learning_tit,machine_tit,manager_tit,quantitative_tit,research_tit,science_tit,scientist_tit,senior_tit,software_tit
157,157,2648,12471,Aequor Technologies,5.0,"Boston, MA",3.35,Be self-supportive in collaborating with world-class scientists to design and deploy data solutions to identified scientific problems related to drug discovery...,Database Engineer/ SPARK Engineer,http://www.indeed.com/cmp/Aequor-Technologies/jobs/Database-Engineer-0ee0327f48ba0a0d?r=1&fccid=9876511e9b045eba,hourly,114400.0,0,more than 30 days ago,0,35,1,0,0,0,0,0,1,0,0,low_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
158,158,2662,12490,Planet Pharma,0.0,"Boston, MA",,"Assist Scientists with medical opinion on obtaining follow-up information for individual cases. Pre-clinical, clinical trial data, post-marketing, literature)...",Medical Director (Safety),http://www.indeed.com/cmp/Planet-Pharma/jobs/Medical-Director-30dc9567f434ae4e?r=1&fccid=9d4986a32b91524f,hourly,332800.0,0,more than 30 days ago,0,36,1,1,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,2684,12526,Museum of Science Internships,0.0,"Boston, MA",,"This intern will primarily assist creating educational experience for our visitors about human health, behavior, and biology and by providing essential...",Hall of Human Life-,http://www.indeed.com/rc/clk?jk=52195f57a96f2c16&fccid=ab7cb351934d0aea,hourly,23400.0,0,1-6 days ago,0,39,0,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,2685,12527,US Engineering Technical Services,0.0,"Boston, MA",,"Data preparation, data visualization and presentation of data. Additionally, the software enables engineers and scientists to quickly analyze and visualize...",Data Analyst,http://www.indeed.com/cmp/US-Engineering-Technical-Services/jobs/Data-Analyst-236425fe7b7d534a?r=1&fccid=4d93baefc349ba3d,yearly,110000.0,0,more than 30 days ago,0,39,1,0,0,0,0,1,0,0,0,no_rating,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,2749,12621,The Bivium Group,0.0,"Boston, MA",,"This small team of 10 (data scientists, analysts, and software developers) turns high-volume, complex data to valuable insights and products by leveraging Big...","Data Engineer - Big Data Services, AWS",http://www.indeed.com/rc/clk?jk=4576f50fc80a54eb&fccid=e4fba35e1090d474,yearly,125000.0,0,more than 30 days ago,0,45,1,1,0,0,0,0,1,0,0,no_rating,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
162,162,2762,12639,Jobspring Partners,14.0,"Boston, MA",3.25,A publicly traded company in the health and education sector is hiring for a Data Analyst/Scientist with proficient experience with R programming....,Data Analytics Engineer,http://www.indeed.com/rc/clk?jk=5e5d054f9ee5fd23&fccid=4a2d2fbadf14d480,hourly,104000.0,0,more than 30 days ago,1,46,1,0,0,0,0,0,1,0,0,low_rating,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
163,163,2794,12692,Harnham,0.0,"Boston, MA",,Data Scientist | Director | Retail | Statistical Methods | Predictive Analytics | Machine Learning | Advanced....,DIRECTOR OF DATA SCIENCE - RETAIL,http://www.indeed.com/rc/clk?jk=713888ef33852e37&fccid=d72eb0548d91249c,yearly,200000.0,0,19-24 days ago,1,50,1,1,1,0,0,0,0,0,0,no_rating,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
164,164,2797,12695,WinterWyman,13.0,"Boston, MA",3.5,You will work on consumer and enterprise (SaaS) systems that leverage big data analytics and machine learning....,"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",http://www.indeed.com/rc/clk?jk=052b85a29e6051b8&fccid=a6084b1ce661ea3c,yearly,120000.0,0,1-6 days ago,1,50,1,0,0,0,0,0,1,0,0,low_rating,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
165,165,2832,12744,Strategic Employment Partners,0.0,"Boston, MA",,Mentor and lead a team of Junior Data Scientists. Quantitative and data analytics experience. Experience with data modeling as well as data engineering....,Lead Data Scientist,http://www.indeed.com/rc/clk?jk=f2af788f1aa39b02&fccid=ae836b4513efc3af,yearly,150000.0,0,more than 30 days ago,0,53,1,1,1,0,0,0,0,0,0,no_rating,1,0,1,0,4,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
166,166,2838,12755,Bedford Research Foundation,0.0,"Boston, MA",,"From performing routine laboratory duties and co-ordinating patient visits and care, scheduling appointments, shipping specimens, and organizing necessary...",SPAR Program Coordinator,http://www.indeed.com/cmp/Bedford-Research-Foundation/jobs/Spar-Program-Coordinator-d6dfb1f1d63614b2?r=1&fccid=d08d712302ca5105,yearly,42500.0,0,more than 30 days ago,0,54,0,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,2861,12788,"Engineering Resource Group, Inc.",3.0,"Boston, MA",4.40000025,Permanent position for a Lead Machine Learning Data Analyst to provide technical leadership for machine learning and advanced analytics efforts....,Lead Machine Learning Data Analyst,http://www.indeed.com/rc/clk?jk=4eca8e2a97e37615&fccid=0a3c2779c41ee382,yearly,97500.0,0,19-24 days ago,1,56,0,1,0,1,0,1,0,0,0,high_rating,1,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
168,168,2908,12861,Interpro Inc,0.0,"Boston, MA",,DATA WAREHOUSE STRATEGIC SCIENTIST*. Additional responsibilities include supervising teams to ensure the delivery of quality data and business intelligence...,Datawarehouse Architect,http://www.indeed.com/cmp/Interpro-Inc/jobs/Datawarehouse-Architect-a726fa7543786b44?r=1&fccid=859f87952d955131,hourly,124800.0,0,more than 30 days ago,0,61,1,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,2919,12876,LIBERTY MUTUAL GROUP,1257.0,"Boston, MA",3.65,"You’ll have the opportunity to work in an Agile environment to collaborate closely with other developers, architects, business analysts and advanced data...",Senior Software Developer,http://www.indeed.com/rc/clk?jk=1939a81f21be2365&fccid=bba15db4d8763697,yearly,112750.0,0,7-12 days ago,1,62,1,1,0,0,0,0,0,1,0,low_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
170,170,2937,12904,Selby Jennings,0.0,"Boston, MA",,"Product design, structuring and pricing, portfolio analytics and origination. This is an urgent hire that will offer an above market rate salary, full...",Catastrophe Risk Analyst - Quantitative,http://www.indeed.com/rc/clk?jk=a47c1eeebef5735e&fccid=e46dcf251ad893cd,yearly,97500.0,0,more than 30 days ago,1,64,0,0,0,0,0,1,0,0,0,no_rating,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,171,2950,12922,Commonwealth of Massachusetts,137.0,"Boston, MA",4.25,"The mission of the Massachusetts Department of Public Health (DPH) is to prevent illness, injury, and premature death, to assure access to high quality public...",Research Data Analyst,http://www.indeed.com/rc/clk?jk=81224a41d2d4c369&fccid=4dd38d4e4cf0b7c0,yearly,78928.5,0,more than 30 days ago,1,65,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
172,172,2971,12953,Commonwealth of Massachusetts,137.0,"Boston, MA",4.25,"Registration as a medical technologist by the American Society of Clinical Pathologists, the International Society for Clinical Laboratory Technicians or...",Laboratory Technician I,http://www.indeed.com/rc/clk?jk=154ee78d0546fe29&fccid=4dd38d4e4cf0b7c0,yearly,42421.5,0,more than 30 days ago,0,67,0,0,0,0,1,0,0,0,1,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,3010,13042,Neurable,0.0,"Boston, MA",,"Fluency in various machine and deep learning applications/design especially regarding neural networks (Markov chains/fields, generic algorithms, PCAs, ICAs, and...",Machine Learning Engineer,http://www.indeed.com/cmp/Neurable/jobs/Machine-Learning-Engineer-b3a41331e74cd3a0?r=1&fccid=017d2ceb9446e175,yearly,105000.0,0,more than 30 days ago,0,73,1,0,0,1,0,0,1,0,0,no_rating,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
174,174,3037,13084,Rifiniti,0.0,"Boston, MA",,"We have a dynamic startup team, consisting of data scientists, software developers, systems administrators, sales representatives, and support personnel....",Assistant to the President,http://www.indeed.com/cmp/Rifiniti/jobs/Assistant-President-029a51e93c5e114e?r=1&fccid=55ebf409c0c31dfc,yearly,55000.0,0,19-24 days ago,1,76,0,1,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,3057,13114,Analytic Recruiting,2.0,"Boston, MA",4.25,"Analytics, analyst, retail banking, statistical modeling, quantitative analyst, marketing analytics. Expertise with SAS, SQL, R and other tools....",Quantitative Analyst or Manager Decision Sciences,http://www.indeed.com/rc/clk?jk=b72e3f24c890ccf8&fccid=3b4e0f2c2deb87d6,yearly,110000.0,0,more than 30 days ago,1,78,1,1,0,0,0,1,0,0,0,high_rating,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
176,176,3060,13117,Selby Jennings,0.0,"Boston, MA",,"They should have a deep interest in the quantitative aspect of models and be interested in not just a job, but a career....",Quantitative Analyst Senior,http://www.indeed.com/rc/clk?jk=6d99ef463cc49f56&fccid=e46dcf251ad893cd,yearly,120000.0,0,more than 30 days ago,1,78,1,1,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
177,177,3061,13118,Selby Jennings,0.0,"Boston, MA",,"They should have a deep interest in the quantitative aspect of models and be interested in not just a job, but a career....",Senior Quantitative Analyst,http://www.indeed.com/rc/clk?jk=45c38bc547d70b5a&fccid=e46dcf251ad893cd,yearly,120000.0,0,more than 30 days ago,1,78,1,1,0,0,0,1,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
178,178,3097,13189,The Bivium Group,0.0,"Boston, MA",,"Computer science, mathematics, software engineer, fintech, financial technology, consumer, big data, rapid prototype, mobile, data analytics, data science,...",Software Engineers (junior to mid-level) Python/Flask/Angula...,http://www.indeed.com/rc/clk?jk=14f72ccbbad6c125&fccid=e4fba35e1090d474,yearly,105000.0,0,7-12 days ago,1,83,1,0,0,0,0,0,1,0,0,no_rating,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,179,3115,13217,Jobspring Partners,14.0,"Boston, MA",3.25,"One of Boston’s top Universities is looking for a Senior Software Engineer to join their talented bioinformatics team including Data Scientists, medical doctors...",Senior Software Engineer - API Development,http://www.indeed.com/rc/clk?jk=32a011e572cc35b8&fccid=4a2d2fbadf14d480,yearly,105000.0,0,1-6 days ago,1,85,1,1,0,0,0,0,1,0,0,low_rating,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
180,180,3130,13237,Fanning Personnel,0.0,"Boston, MA",,"Work with other members of the firm regarding investment research, analytics, asset allocation, risk and economic data Qualifications :....",Senior Research Analyst,http://www.indeed.com/rc/clk?jk=ce119bacac93199e&fccid=f1922cbb9f29f411,yearly,95000.0,0,more than 30 days ago,1,86,0,1,0,0,0,1,0,0,0,no_rating,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
181,181,3138,13250,Domeyard LP,0.0,"Boston, MA",,"Send resume + cover letter to careers @ domeyard . Familiarity with lock-free and wait-free data structures. Benchmarking, profiling and performance tuning of...",High Performance Computing Scientist needed for HFT Firm,http://www.indeed.com/cmp/Domeyard-LP/jobs/High-Performance-Computing-Scientist-Hft-Firm-21a46de3c190c6cf?r=1&fccid=6ee9832133724963,yearly,120000.0,0,13-18 days ago,1,87,1,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,182,3140,13252,GCM,13.0,"Boston, MA",4.3,"B.S or M.S in statistics or mathematics or related discipline with Knowledge or experience in using statistical distributions, design of experiments (DOE),...",Statistical Analyst,http://www.indeed.com/cmp/GCM/jobs/Statistical-Analyst-2fe154973a4109dd?r=1&fccid=a63d6ecd01ed6993,hourly,58240.0,0,more than 30 days ago,0,87,0,0,0,0,0,1,0,0,0,high_rating,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,3160,13282,Commonwealth of Massachusetts,137.0,"Boston, MA",4.25,ESE seeks an individual who has deep knowledge and understanding of STEM and the development of children as scientists and mathematicians;...,"Director of Science, Technology, Engineering and Mathematics...",http://www.indeed.com/rc/clk?jk=527cf0c12d5dc0a2&fccid=4dd38d4e4cf0b7c0,yearly,81867.5,0,more than 30 days ago,0,89,0,1,0,0,0,0,1,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
184,184,3168,13295,Informatic Technologies Inc,0.0,"Boston, MA",,"Support biosensor and reagent development for point-of-care rapid tests using electrochemistry, clinical biochemistry, and surface chemistry;...",Scientist 2 - MA - Norwood | SIMNJP00042795,http://www.indeed.com/cmp/Informatic-Technologies-Inc/jobs/Scientist-4cc7d56cbd8c8d6d?r=1&fccid=ca16cadffcb10af5,hourly,87360.0,0,more than 30 days ago,0,90,0,0,0,0,0,0,0,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,185,3188,13340,The Bivium Group,0.0,"Boston, MA",,Jamie is a top ranked technical recruiter in Boston with 70+ Recommendations on LinkedIn that has been expertly recruiting and placing Software Engineers and...,"Software Engineers - new consumer mobile app, learn iOS, And...",http://www.indeed.com/rc/clk?jk=fda42ac0efb2b26b&fccid=e4fba35e1090d474,yearly,115000.0,0,25-30 days ago,0,93,1,0,0,0,0,0,1,0,0,no_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,186,3208,13370,Commonwealth of Massachusetts,137.0,"Boston, MA",4.25,"Attends seminars/conferences, reads scientific journals, confers with other scientists in order to keep abreast of new diagnostic testing in the field of...",Hematology Supervisor,http://www.indeed.com/rc/clk?jk=59afae320fc9e100&fccid=4dd38d4e4cf0b7c0,yearly,66111.0,0,more than 30 days ago,1,95,0,0,0,0,0,0,0,0,0,high_rating,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,3225,13396,Pointillist,0.0,"Boston, MA",,"We are a group of Data Scientists, Developers, and Start up veterans with a single obsession:. Develop strategic and operational plans for the business...",Vice President Business Development & Sales,http://www.indeed.com/cmp/Pointillist/jobs/Vice-President-Business-Development-Sales-ddbb07be20486d68?r=1&fccid=0db07b42f45d6765,yearly,180000.0,0,more than 30 days ago,1,97,1,1,0,0,0,0,0,0,0,no_rating,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,3230,13401,Strategic Employment Partners,0.0,"Boston, MA",,You will be leading an agile team to build a software platform capturing data and results into their central database building a data warehouse for their Data...,Lead .NET Developer,http://www.indeed.com/rc/clk?jk=70a86b6ccb632a30&fccid=ae836b4513efc3af,yearly,122500.0,0,more than 30 days ago,0,97,1,1,0,0,0,0,0,1,0,no_rating,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
189,189,3231,13402,Makro Technologies,15.0,"Boston, MA",3.65,Responsible for providing scientific support for the company's clinical research and product development initiatives under the direction of GCDL/GDTL • Assist...,Clinical Development Specialist (Remote),"http://www.indeed.com/cmp/Makro-Technologies,-Inc./jobs/Clinical-Development-Specialist-a1d7415c1d8c8dc9?r=1&fccid=6130e06abf6eac82",hourly,124800.0,0,19-24 days ago,0,97,1,0,0,0,0,0,0,0,0,low_rating,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,3311,15016,University of Texas at Austin,410.0,"Austin, TX",4.45,Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - GPS Data Analyst,http://www.indeed.com/rc/clk?jk=07751cde00e3c839&fccid=f7282ad3490137c7,monthly,102498.0,0,more than 30 days ago,1,5,0,0,0,0,0,1,1,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
191,191,3313,15018,Health & Human Services Comm,0.0,"Austin, TX",,Reviews and analyzes health claims data to determine error rates in statistically valid random samples and assess validity of statistical methods to extrapolate...,Statistical Analyst,http://www.indeed.com/rc/clk?jk=c7dfef182687b15b&fccid=ec038939be4318c8,monthly,63990.0,0,more than 30 days ago,1,5,0,0,0,0,0,1,0,0,0,no_rating,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,3316,15021,University of Texas at Austin,410.0,"Austin, TX",4.45,Experience creating data visualizations using programs such as Excel. Create data visualizations and data briefs to communication evaluation findings to...,Research Engineering/ Scientist Associate III (Exempt),http://www.indeed.com/rc/clk?jk=0d696f5f9eb06855&fccid=f7282ad3490137c7,monthly,66996.0,0,25-30 days ago,1,5,0,0,0,0,0,0,1,0,0,high_rating,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
193,193,3320,15030,All-In Analytics,0.0,"Austin, TX",,"Machine Learning Data Scientist. Proficient in programming languages such as R, SAS, Python, Matlab, SQL etc....",Senior Machine Learning Data Scientist,http://www.indeed.com/rc/clk?jk=b87633408f9b73df&fccid=3e88714d858f0a69,yearly,150000.0,0,more than 30 days ago,1,6,1,1,1,1,0,0,0,0,0,no_rating,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
194,194,3322,15032,Smith Arnold Partners,0.0,"Austin, TX",,The Research Analyst will manage all aspects of the custom research process from brainstorming to presentations for a variety of industries and clients....,Research Analyst,http://www.indeed.com/rc/clk?jk=bc3f662fed1b3955&fccid=d636fa6071fa7b2f,yearly,57500.0,0,13-18 days ago,1,6,0,0,0,0,0,1,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195,195,3324,15034,Dept of State Health Services,18.0,"Austin, TX",4.3,"May provide expert testimony on scientific issues in administrative hearings, etc. Identifies need for, plans, and conducts data management activities to...",Medical Research Specialist,http://www.indeed.com/rc/clk?jk=3bd744db2e1b6961&fccid=8060659b1cece07d,monthly,68436.0,0,13-18 days ago,1,6,0,0,0,0,0,0,0,0,0,high_rating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
196,196,3328,15038,University of Texas at Austin,410.0,"Austin, TX",4.45,Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist - GPS and GNSS Data Analyst,http://www.indeed.com/rc/clk?jk=7e222ffacf1cee96&fccid=f7282ad3490137c7,monthly,102498.0,0,more than 30 days ago,1,6,0,0,0,0,0,1,1,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
197,197,3330,15045,Health & Human Services Comm,0.0,"Austin, TX",,Reviews and analyzes health claims data to determine error rates in statistically valid random samples and assess validity of statistical methods to extrapolate...,Senior Statistical Analyst,http://www.indeed.com/rc/clk?jk=58408a9f108d4922&fccid=ec038939be4318c8,monthly,73200.0,0,more than 30 days ago,1,7,0,1,0,0,0,1,0,0,0,no_rating,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
198,198,3331,15046,JE Compliance,0.0,"Austin, TX",,"JECSI is a mid-sized company of environmental consultants and engineers and technical, scientific, and business software application developers and engineers...",JIRA Business System Analyst,http://www.indeed.com/rc/clk?jk=72848a97ae898b31&fccid=1c0e6c1fc076d27b,yearly,50000.0,0,7-12 days ago,1,7,0,0,0,0,0,1,0,0,0,no_rating,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,3337,15052,XOR Data Exchange,0.0,"Austin, TX",,"Our technical team consists of fast-paced, inventive developers and data scientists that like to have fun, learn, grow, and push ourselves....",Senior Software Engineer/Team Lead,http://www.indeed.com/company/XOR-Data-Exchange/jobs/Senior-Software-Engineer-Team-Lead-ae33e1448f65e7c4?r=1&fccid=7bd081f1eaa1caf0,yearly,90000.0,0,more than 30 days ago,1,7,0,1,0,0,0,0,1,0,0,no_rating,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
200,200,3338,15053,University of Texas at Austin,410.0,"Austin, TX",4.45,Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information at the...,Engineering Scientist Associate - Sonar Software Developer,http://www.indeed.com/rc/clk?jk=c6d3e09500bda460&fccid=f7282ad3490137c7,monthly,71400.0,0,1-6 days ago,1,7,0,0,0,0,0,0,1,1,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
201,201,3341,15061,"iTech US, Inc.",10.0,"Austin, TX",3.7,"5+ years experience in Hadoop, Big DataKnowledge & experience working in Java and Hadoop and Spark, Unix, Hive, Sqoop, Hbase, Spark, SparkSQL, Pig, Map...",Hadoop/ Big Data Developer,http://www.indeed.com/rc/clk?jk=4f7199d5f173b1e6&fccid=0bdc19025f58c08c,hourly,166400.0,0,1-6 days ago,1,8,1,0,0,0,0,0,0,1,0,low_rating,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
202,202,3351,15076,University of Texas at Austin,410.0,"Austin, TX",4.45,Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist Associate - Remote Sensing Computation...,http://www.indeed.com/rc/clk?jk=aea1e2f5a6650b35&fccid=f7282ad3490137c7,monthly,71400.0,0,more than 30 days ago,1,9,0,0,0,0,0,0,1,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
203,203,3353,15078,University of Texas at Austin,410.0,"Austin, TX",4.45,"Experience working in an academic research environment in collaborative, interdisciplinary projects with computational scientists and engineers....",Senior Systems Administrator,http://www.indeed.com/rc/clk?jk=e90420b7f3692833&fccid=f7282ad3490137c7,monthly,69996.0,0,19-24 days ago,1,9,0,1,0,0,0,0,0,0,0,high_rating,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204,204,3359,15084,Health & Human Services Comm,0.0,"Austin, TX",,"Prepares and reviews a variety of written, oral, and graphical deliverables containing analyses of Medicaid/CHIP data, methods, procedures, and relevant sources...",Data Scientist,http://www.indeed.com/rc/clk?jk=f9beb39df74c52ea&fccid=ec038939be4318c8,monthly,83298.0,0,more than 30 days ago,1,9,0,0,1,0,0,0,0,0,0,no_rating,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
205,205,3366,15096,University of Texas at Austin,410.0,"Austin, TX",4.45,"System of Texas ( TRS ), subject to the. Contribute to funded research projects enabling access to world class computing, visualization and data resources at...",Research Engineering/ Scientist Associate III - Software Eng...,http://www.indeed.com/rc/clk?jk=87c912eef77a5f93&fccid=f7282ad3490137c7,monthly,66492.0,0,more than 30 days ago,1,10,0,0,0,0,0,0,1,0,0,high_rating,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
206,206,3386,15126,Volt Workforce Solutions,1529.0,"Austin, TX",3.6,"Deep understanding and practical experience with machine learning algorithms for. Data mining competition experience preferred (Kaggle, KDDCUP, etc)....",Machine Learning Engineer,http://www.indeed.com/rc/clk?jk=910dd2f88ae7ad56&fccid=86c0b4fa6c1398be,yearly,135000.0,0,13-18 days ago,1,12,1,0,0,1,0,0,1,0,0,low_rating,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
207,207,3389,15129,University of Texas at Austin,410.0,"Austin, TX",4.45,Subject to a government security investigation and must meet eligibility requirements for access to classified information at the level appropriate to the...,Engineering Scientist Associate - System Support Engineering...,http://www.indeed.com/rc/clk?jk=dfcddcbf1495504f&fccid=f7282ad3490137c7,monthly,71400.0,0,more than 30 days ago,1,12,0,0,0,0,0,0,1,0,0,high_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
208,208,3411,15165,Lighthouse Recruiting,0.0,"Austin, TX",,"Join our Medical Laboratory Scientists Groups:. The Laboratorian features a list of open clinical lab jobs, the latest industry news, salary information,...",LCMS Certifying Scientist,http://www.indeed.com/rc/clk?jk=dbe5303004c0e99a&fccid=a94ebbda0b8c73e7,yearly,70000.0,0,1-6 days ago,1,15,0,0,0,0,0,0,0,0,0,no_rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,209,3484,18026,Z2 DataLabs,0.0,"Seattle, WA",,"At least 2 years of solid industry experience as a Data Scientist using Machine Learning algorithms. In this program, students will learn to use Statistics,...",Data Science Instructor (Local Candidates ONLY),http://www.indeed.com/cmp/Z2-DataLabs/jobs/Data-Science-Instructor-72a7850580e1db58?r=1&fccid=f55c923a2e76aac0,hourly,312000.0,0,more than 30 days ago,0,7,1,0,1,0,0,0,0,0,0,no_rating,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
